CompteurTemps	Temps	Cx0	Cy0	
1	0	-519.13	98.1581	
2	1e-06	-300.911	-65.9931	
3	2e-06	-100.664	-217.652	
4	3e-06	-84.2232	-197.461	
5	4e-06	-68.206	-173.072	
6	5e-06	-61.4771	-153.35	
7	6e-06	-54.8546	-134.994	
8	7e-06	-50.7976	-121.534	
9	8e-06	-47.2376	-110.796	
10	9e-06	-42.6053	-100.732	
11	1e-05	-39.2742	-92.2613	
12	1.1e-05	-37.1409	-83.7608	
13	1.2e-05	-32.2431	-76.3232	
14	1.3e-05	-30.385	-70.3377	
15	1.4e-05	-28.6459	-64.5994	
16	1.5e-05	-27.528	-60.7232	
17	1.6e-05	-25.99	-56.7701	
18	1.7e-05	-24.0573	-53.0516	
19	1.8e-05	-23.6312	-50.4733	
20	1.9e-05	-21.2444	-48.2503	
21	2e-05	-20.4504	-46.9711	
22	2.1e-05	-19.7642	-44.5376	
23	2.2e-05	-19.6598	-42.6298	
24	2.3e-05	-17.8051	-42.2045	
25	2.4e-05	-17.571	-40.8009	
26	2.5e-05	-16.5912	-39.6747	
27	2.6e-05	-16.1173	-38.8507	
28	2.7e-05	-16.225	-37.7929	
29	2.8e-05	-16.1958	-36.7845	
30	2.9e-05	-15.1731	-36.3304	
31	3e-05	-15.4042	-35.5454	
32	3.1e-05	-15.8124	-35.0296	
33	3.2e-05	-15.7796	-35.0618	
34	3.3e-05	-14.7549	-35.4649	
35	3.4e-05	-14.1026	-35.7187	
36	3.5e-05	-14.6166	-34.6859	
37	3.6e-05	-13.3043	-35.1914	
38	3.7e-05	-13.8714	-34.929	
39	3.8e-05	-13.8964	-34.1155	
40	3.9e-05	-14.3112	-33.7021	
41	4e-05	-14.5704	-33.3154	
42	4.1e-05	-13.4938	-33.8183	
43	4.2e-05	-13.3161	-34.3201	
44	4.3e-05	-12.7436	-34.8813	
45	4.4e-05	-13.7014	-34.5976	
46	4.5e-05	-13.6163	-35.5018	
47	4.6e-05	-13.6428	-34.6164	
48	4.7e-05	-14.444	-34.1599	
49	4.8e-05	-13.4311	-34.5725	
50	4.9e-05	-16.3552	-33.4495	
51	5e-05	-13.6884	-34.5098	
52	5.1e-05	-13.7138	-34.8658	
53	5.2e-05	-14.5452	-34.0749	
54	5.3e-05	-13.6514	-34.3325	
55	5.4e-05	-14.1193	-34.5234	
56	5.5e-05	-13.1098	-35.2117	
57	5.6e-05	-13.2392	-35.2142	
58	5.7e-05	-13.5069	-35.4431	
59	5.8e-05	-14.3218	-34.42	
60	5.9e-05	-13.0932	-35.4823	
