CompteurTemps	Temps	Cx0	Cy0	
1	0	-591.49	162.373	
2	1e-06	-278.811	-31.8702	
3	2e-06	-72.3841	-190.46	
4	3e-06	-59.0569	-170.58	
5	4e-06	-48.9716	-150.588	
6	5e-06	-43.8082	-134.326	
7	6e-06	-39.3065	-117.788	
8	7e-06	-35.2834	-104.523	
9	8e-06	-29.897	-93.8233	
10	9e-06	-28.3545	-83.6551	
11	1e-05	-27.6059	-73.9949	
12	1.1e-05	-24.3818	-68.442	
13	1.2e-05	-22.2404	-62.0641	
14	1.3e-05	-21.2735	-56.3084	
15	1.4e-05	-19.0409	-53.0706	
16	1.5e-05	-18.0443	-48.4098	
17	1.6e-05	-16.4699	-45.8345	
18	1.7e-05	-15.9665	-42.7086	
19	1.8e-05	-14.6584	-40.5863	
20	1.9e-05	-15.0189	-37.8216	
21	2e-05	-14.3379	-35.5119	
22	2.1e-05	-14.0208	-34.6286	
23	2.2e-05	-13.2057	-34.0402	
24	2.3e-05	-12.0115	-32.9616	
25	2.4e-05	-11.2326	-31.8746	
26	2.5e-05	-11.8536	-30.5672	
27	2.6e-05	-12.7319	-29.9895	
28	2.7e-05	-10.7619	-29.7998	
29	2.8e-05	-10.8721	-29.0079	
30	2.9e-05	-10.5833	-27.5784	
31	3e-05	-10.4894	-27.6233	
32	3.1e-05	-10.3717	-27.0361	
33	3.2e-05	-9.57774	-27.3487	
34	3.3e-05	-11.0569	-27.3074	
35	3.4e-05	-10.5558	-27.0439	
36	3.5e-05	-9.89674	-26.9038	
37	3.6e-05	-9.86576	-26.5771	
38	3.7e-05	-9.56653	-26.0658	
39	3.8e-05	-8.7407	-26.2379	
40	3.9e-05	-8.66515	-26.6812	
41	4e-05	-9.58529	-25.8593	
42	4.1e-05	-9.31107	-25.8711	
43	4.2e-05	-9.63515	-25.7922	
44	4.3e-05	-8.91483	-26.138	
45	4.4e-05	-8.42496	-26.5256	
46	4.5e-05	-9.38764	-26.448	
47	4.6e-05	-8.89958	-26.8813	
48	4.7e-05	-9.57219	-26.0494	
49	4.8e-05	-8.11178	-27.0332	
50	4.9e-05	-9.99399	-25.5688	
51	5e-05	-10.4196	-25.6647	
52	5.1e-05	-10.5183	-26.6256	
53	5.2e-05	-10.7397	-26.6546	
54	5.3e-05	-9.21196	-28.2525	
55	5.4e-05	-10.8594	-26.6971	
56	5.5e-05	-9.57232	-27.1235	
57	5.6e-05	-9.70934	-26.9867	
58	5.7e-05	-9.61739	-27.993	
59	5.8e-05	-9.67663	-27.5705	
60	5.9e-05	-10.3003	-27.1041	
61	6e-05	-9.04166	-28.6194	
62	6.1e-05	-9.54582	-26.9029	
63	6.2e-05	-9.27685	-26.4069	
64	6.3e-05	-9.04363	-26.8192	
65	6.4e-05	-9.19569	-27.036	
66	6.5e-05	-9.78341	-26.3262	
67	6.6e-05	-9.17607	-27.6511	
68	6.7e-05	-8.96284	-28.3638	
69	6.8e-05	-9.01928	-27.7379	
70	6.9e-05	-8.84468	-27.1981	
71	7e-05	-9.52092	-26.9775	
72	7.1e-05	-8.91725	-27.9206	
73	7.2e-05	-9.73277	-27.3677	
74	7.3e-05	-9.31008	-27.8982	
75	7.4e-05	-10.3072	-27.5767	
76	7.5e-05	-9.02825	-28.6249	
77	7.6e-05	-9.89777	-27.909	
78	7.7e-05	-9.37086	-27.9966	
79	7.8e-05	-8.97933	-28.5443	
80	7.9e-05	-9.20866	-28.5662	
81	8e-05	-9.9469	-28.4864	
82	8.1e-05	-9.01865	-29.0169	
83	8.2e-05	-9.5058	-28.4822	
84	8.3e-05	-9.19931	-28.6812	
85	8.4e-05	-10.2483	-28.4494	
86	8.5e-05	-9.48571	-29.3894	
87	8.6e-05	-9.77043	-29.2875	
88	8.7e-05	-10.0433	-28.4561	
89	8.8e-05	-8.9087	-29.6965	
90	8.9e-05	-8.8657	-29.4076	
91	9e-05	-10.2566	-28.6107	
92	9.1e-05	-10.5281	-27.9524	
93	9.2e-05	-9.92144	-29.1581	
94	9.3e-05	-9.5923	-29.102	
95	9.4e-05	-9.56284	-29.8651	
96	9.5e-05	-10.0761	-29.584	
97	9.6e-05	-10.0954	-29.6257	
98	9.7e-05	-9.60748	-29.4887	
99	9.8e-05	-9.86907	-29.2015	
100	9.9e-05	-9.42441	-30	
101	0.0001	-8.95395	-30.4432	
102	0.000101	-9.11436	-30.2059	
103	0.000102	-9.46529	-28.9282	
104	0.000103	-10.3076	-28.2421	
105	0.000104	-10.249	-29.9093	
106	0.000105	-9.98839	-29.4522	
107	0.000106	-9.43933	-30.9113	
108	0.000107	-9.81845	-30.3842	
109	0.000108	-10.2866	-29.9899	
110	0.000109	-11.146	-29.1976	
111	0.00011	-10.4452	-29.3875	
112	0.000111	-10.8411	-30.0366	
113	0.000112	-10.1801	-30.3709	
114	0.000113	-11.5344	-29.086	
115	0.000114	-10.0338	-30.7573	
116	0.000115	-10.8472	-29.8057	
117	0.000116	-10.0613	-30.7713	
118	0.000117	-9.29739	-30.6481	
119	0.000118	-10.4777	-29.9332	
120	0.000119	-10.9542	-28.8338	
121	0.00012	-10.7025	-29.7095	
122	0.000121	-10.5322	-29.9352	
123	0.000122	-10.6405	-29.8201	
124	0.000123	-9.76892	-30.9513	
125	0.000124	-9.25735	-31.2892	
126	0.000125	-11.0901	-29.9807	
127	0.000126	-10.8616	-29.4727	
128	0.000127	-10.7067	-30.025	
129	0.000128	-9.59173	-30.8098	
130	0.000129	-10.3984	-31.2907	
131	0.00013	-10.6123	-30.3698	
132	0.000131	-10.8705	-29.9699	
133	0.000132	-9.42871	-31.1708	
134	0.000133	-9.61643	-30.6832	
135	0.000134	-10.3982	-30.2852	
136	0.000135	-9.84651	-31.0529	
137	0.000136	-9.9889	-30.8715	
138	0.000137	-10.6183	-30.2834	
139	0.000138	-10.1688	-30.43	
140	0.000139	-10.5877	-29.8355	
141	0.00014	-11.6116	-29.6902	
142	0.000141	-10.2243	-30.6634	
143	0.000142	-10.1707	-30.9621	
144	0.000143	-10.5863	-30.4876	
145	0.000144	-11.1001	-30.1812	
146	0.000145	-10.0837	-30.5421	
147	0.000146	-9.45315	-31.043	
148	0.000147	-11.1855	-30.2877	
149	0.000148	-10.0681	-30.3796	
150	0.000149	-10.8458	-30.0667	
151	0.00015	-11.0654	-29.9618	
152	0.000151	-10.9836	-29.7491	
153	0.000152	-9.87214	-30.7443	
154	0.000153	-9.43886	-31.0855	
155	0.000154	-9.42383	-30.7059	
156	0.000155	-10.021	-30.4872	
157	0.000156	-10.4133	-29.9247	
158	0.000157	-11.7096	-29.1857	
159	0.000158	-10.0692	-30.4808	
160	0.000159	-10.7142	-30.158	
161	0.00016	-10.8687	-29.7765	
162	0.000161	-10.7862	-30.09	
163	0.000162	-10.2753	-30.2784	
164	0.000163	-10.1908	-30.7635	
165	0.000164	-9.78946	-30.4905	
166	0.000165	-10.0509	-30.1891	
167	0.000166	-10.9485	-29.8608	
168	0.000167	-10.8171	-29.5085	
169	0.000168	-10.0319	-30.0932	
170	0.000169	-9.86001	-29.766	
171	0.00017	-11.3236	-29.1162	
172	0.000171	-10.8034	-29.1048	
173	0.000172	-10.9392	-29.2312	
174	0.000173	-10.8188	-29.4216	
175	0.000174	-10.3865	-29.7652	
176	0.000175	-10.6481	-29.4867	
177	0.000176	-11.7241	-29.3132	
178	0.000177	-10.6621	-29.3008	
179	0.000178	-9.33604	-30.8733	
180	0.000179	-11.1159	-29.3582	
181	0.00018	-10.8015	-29.8079	
182	0.000181	-11.5773	-29.2344	
183	0.000182	-10.658	-29.9199	
184	0.000183	-11.1125	-29.6838	
185	0.000184	-11.1674	-30.6524	
186	0.000185	-10.7577	-30.2987	
187	0.000186	-11.7227	-30.1551	
188	0.000187	-11.609	-30.6757	
189	0.000188	-10.3238	-31.3839	
190	0.000189	-12.4473	-29.6841	
191	0.00019	-11.6902	-31.1259	
192	0.000191	-11.4599	-31.2156	
193	0.000192	-12.6356	-31.4626	
194	0.000193	-11.9275	-31.9859	
195	0.000194	-12.3286	-31.3447	
196	0.000195	-12.1203	-31.3836	
197	0.000196	-11.417	-31.3347	
198	0.000197	-11.7768	-31.8899	
199	0.000198	-10.9745	-32.5457	
200	0.000199	-10.427	-33.033	
201	0.0002	-13.1195	-31.6648	
202	0.000201	-13.6343	-32.1544	
203	0.000202	-11.8211	-33.1795	
204	0.000203	-13.1621	-32.6088	
205	0.000204	-12.7334	-33.1194	
206	0.000205	-12.107	-33.7082	
207	0.000206	-13.0753	-32.8768	
208	0.000207	-12.6827	-33.2835	
209	0.000208	-11.6564	-34.3232	
210	0.000209	-11.9751	-34.3001	
211	0.00021	-12.4876	-34.3119	
212	0.000211	-12.2951	-34.6013	
213	0.000212	-11.8066	-35.4781	
214	0.000213	-12.7516	-34.342	
215	0.000214	-13.733	-34.0813	
216	0.000215	-12.8318	-35.0707	
217	0.000216	-12.5945	-35.3032	
218	0.000217	-12.4212	-34.6725	
219	0.000218	-12.8777	-34.436	
220	0.000219	-11.6016	-35.0691	
221	0.00022	-12.0859	-34.382	
222	0.000221	-13.4795	-33.5977	
223	0.000222	-14.2106	-33.9308	
224	0.000223	-12.7283	-35.4573	
225	0.000224	-14.2907	-34.7557	
226	0.000225	-12.9088	-34.72	
227	0.000226	-13.0231	-35.3753	
228	0.000227	-12.4613	-36.1539	
229	0.000228	-13.9586	-35.3716	
230	0.000229	-14.4735	-35.8135	
231	0.00023	-13.4495	-37.0472	
232	0.000231	-13.1884	-36.8123	
233	0.000232	-12.4821	-37.2983	
234	0.000233	-13.1435	-36.9312	
235	0.000234	-13.8195	-36.5476	
236	0.000235	-14.0742	-36.8347	
237	0.000236	-13.0201	-37.4401	
238	0.000237	-13.9475	-36.7299	
239	0.000238	-14.8157	-37.6943	
240	0.000239	-13.7787	-37.9265	
241	0.00024	-13.727	-38.2217	
242	0.000241	-14.457	-37.1451	
243	0.000242	-14.6845	-37.1874	
244	0.000243	-15.1543	-37.3067	
245	0.000244	-13.1644	-39.2731	
246	0.000245	-13.2942	-38.9648	
247	0.000246	-13.7375	-38.4214	
248	0.000247	-13.4175	-38.8852	
249	0.000248	-15.0953	-38.0091	
250	0.000249	-14.9346	-38.5594	
251	0.00025	-14.818	-38.7299	
252	0.000251	-15.1388	-38.3106	
253	0.000252	-13.9946	-38.6566	
254	0.000253	-13.7644	-39.2417	
255	0.000254	-14.0101	-38.8397	
256	0.000255	-13.1348	-39.7871	
257	0.000256	-13.0919	-39.3605	
258	0.000257	-14.8701	-38.3303	
259	0.000258	-13.5537	-39.6287	
260	0.000259	-15.0517	-38.8366	
261	0.00026	-14.7373	-38.9088	
262	0.000261	-16.1477	-38.0958	
263	0.000262	-15.1329	-38.9341	
264	0.000263	-16.2316	-38.7246	
265	0.000264	-14.3974	-40.3091	
266	0.000265	-15.6345	-40.0453	
267	0.000266	-15.4742	-39.1798	
268	0.000267	-16.6603	-38.8141	
269	0.000268	-15.3724	-39.41	
270	0.000269	-14.9398	-39.4448	
