CompteurTemps	Temps	Cx0	Cy0	
1	0	-370.206	44.1231	
2	1e-06	-281.363	-117.894	
3	2e-06	-173.872	-187.353	
4	3e-06	-156.323	-171.659	
5	4e-06	-139.496	-156.648	
6	5e-06	-125.612	-140.13	
7	6e-06	-115.293	-129.031	
8	7e-06	-105.374	-117.809	
9	8e-06	-95.4289	-108.277	
10	9e-06	-87.2572	-99.4249	
11	1e-05	-80.8246	-90.0514	
12	1.1e-05	-72.439	-82.2388	
13	1.2e-05	-68.0208	-76.4244	
14	1.3e-05	-62.1084	-71.0777	
15	1.4e-05	-60.0265	-65.5037	
16	1.5e-05	-54.8775	-61.4672	
17	1.6e-05	-51.3634	-58.2234	
18	1.7e-05	-48.0125	-54.6708	
19	1.8e-05	-44.5887	-50.9841	
20	1.9e-05	-43.1513	-49.1001	
21	2e-05	-40.5338	-46.5597	
22	2.1e-05	-38.5107	-43.8887	
23	2.2e-05	-35.8444	-42.0846	
24	2.3e-05	-34.8824	-41.3305	
25	2.4e-05	-33.6697	-39.1085	
26	2.5e-05	-32.2384	-37.6921	
27	2.6e-05	-31.0364	-36.6541	
28	2.7e-05	-29.7816	-35.3419	
29	2.8e-05	-29.626	-33.6869	
30	2.9e-05	-28.1313	-33.7489	
31	3e-05	-28.1942	-32.4018	
32	3.1e-05	-26.5931	-32.4459	
33	3.2e-05	-26.1594	-31.7353	
34	3.3e-05	-25.7666	-31.1388	
35	3.4e-05	-24.4898	-31.2064	
36	3.5e-05	-23.9439	-31.0373	
37	3.6e-05	-24.567	-29.4751	
38	3.7e-05	-23.9521	-30.0036	
39	3.8e-05	-24.12	-29.2572	
40	3.9e-05	-23.371	-28.6279	
41	4e-05	-23.6453	-28.4031	
42	4.1e-05	-23.1296	-28.3437	
43	4.2e-05	-22.7222	-28.4137	
44	4.3e-05	-22.754	-27.9884	
45	4.4e-05	-22.4713	-27.6711	
46	4.5e-05	-22.7649	-27.3507	
47	4.6e-05	-21.6464	-27.8185	
48	4.7e-05	-21.4533	-27.5154	
49	4.8e-05	-22.9886	-26.4869	
50	4.9e-05	-21.2105	-27.5568	
51	5e-05	-20.9824	-28.16	
52	5.1e-05	-21.5937	-27.0952	
53	5.2e-05	-21.7262	-27.0882	
54	5.3e-05	-21.7753	-27.0764	
55	5.4e-05	-21.94	-27.1019	
56	5.5e-05	-21.8199	-26.8043	
57	5.6e-05	-20.9669	-27.5522	
58	5.7e-05	-20.6523	-27.6805	
59	5.8e-05	-21.7779	-26.8816	
60	5.9e-05	-21.2551	-26.9911	
61	6e-05	-21.5393	-26.2225	
62	6.1e-05	-22.144	-26.4241	
63	6.2e-05	-21.7877	-26.749	
64	6.3e-05	-21.4626	-26.8288	
65	6.4e-05	-21.1152	-27.2973	
66	6.5e-05	-20.354	-27.1617	
67	6.6e-05	-20.8483	-27.5102	
68	6.7e-05	-21.2538	-27.4176	
69	6.8e-05	-21.8054	-26.6419	
70	6.9e-05	-21.0883	-27.0358	
71	7e-05	-21.481	-26.2455	
72	7.1e-05	-20.9761	-26.9866	
73	7.2e-05	-21.2498	-27.0058	
74	7.3e-05	-21.1894	-26.8175	
75	7.4e-05	-20.7551	-27.414	
76	7.5e-05	-20.4836	-27.3295	
