CompteurTemps	Temps	Cx0	Cy0	
1	0	-495.299	186.895	
2	1e-06	-121.719	53.5062	
3	2e-06	-16.2338	-35.74	
4	3e-06	-7.29492	-33.1487	
5	4e-06	-7.43873	-26.9783	
6	5e-06	-5.49722	-23.0634	
7	6e-06	-4.71093	-19.129	
8	7e-06	-4.1358	-15.8536	
9	8e-06	-3.99206	-13.0305	
10	9e-06	-3.22021	-11.0212	
11	1e-05	-5.00982	-7.92955	
12	1.1e-05	-3.90125	-7.43222	
13	1.2e-05	-3.86507	-6.17605	
14	1.3e-05	-4.33746	-5.01833	
15	1.4e-05	-3.68168	-4.27264	
16	1.5e-05	-4.11318	-3.29119	
17	1.6e-05	-4.4474	-2.58192	
18	1.7e-05	-3.2488	-2.87586	
19	1.8e-05	-3.91015	-1.68388	
20	1.9e-05	-2.75317	-2.22736	
21	2e-05	-3.01867	-1.56422	
22	2.1e-05	-3.16409	-1.6301	
23	2.2e-05	-2.52761	-1.72234	
24	2.3e-05	-3.00515	-1.14109	
25	2.4e-05	-2.89193	-0.875992	
26	2.5e-05	-2.71584	-1.02045	
27	2.6e-05	-3.0083	-0.82016	
28	2.7e-05	-3.03677	-0.900913	
29	2.8e-05	-3.7473	-0.675487	
30	2.9e-05	-2.84319	-0.956284	
31	3e-05	-3.37522	-0.3148	
32	3.1e-05	-3.96484	0.081071	
33	3.2e-05	-4.52052	0.374841	
34	3.3e-05	-3.36635	-0.624123	
35	3.4e-05	-3.00017	-0.462181	
36	3.5e-05	-2.78023	-0.465181	
37	3.6e-05	-3.08049	0.0279471	
38	3.7e-05	-2.83909	-0.237193	
39	3.8e-05	-2.48116	-0.492903	
40	3.9e-05	-2.90489	0.0584176	
41	4e-05	-2.76871	-0.0708913	
42	4.1e-05	-3.03193	0.100262	
43	4.2e-05	-2.9069	0.16188	
44	4.3e-05	-2.37516	-0.41498	
45	4.4e-05	-2.45615	-0.217347	
46	4.5e-05	-3.36604	0.261883	
47	4.6e-05	-3.34056	-0.0299258	
48	4.7e-05	-2.4867	-0.448616	
49	4.8e-05	-2.887	-0.0543634	
50	4.9e-05	-2.71371	-0.103152	
51	5e-05	-2.35354	-0.214161	
52	5.1e-05	-3.1416	0.253841	
